treaty_id,treaty_name,treaty_type,business_line,cedant,reinsurer,currency,territory,inception_date,expiry_date,premium,commission,brokerage,retention,limit,cession_rate,minimum_premium,maximum_premium,profit_commission,loss_corridor,aggregate_limit,reinstatements,rating_method,experience_period,loss_ratio,expense_ratio,combined_ratio,total_historical_claims,total_claim_count,largest_historical_claim,average_claim_size,claim_volatility,annual_claim_frequency,total_sum_insured,total_policy_count,average_policy_size,largest_policy_size
TR251573,State Farm - Quota Share 2024,Quota Share,Motor,State Farm,Munich Re,GBP,United Kingdom,2024-01-01,2024-12-31,23739406.09894374,0.3073606235771503,0.0477849576023821,0.6109691557862617,0.0,0.3890308442137383,0.0,26168646.362691056,0.1767685177171145,Not Available,0.0,0,Cat Modeling,15 years,1.0261799817981774,0.2522093393933154,1.2783893211914927,21104224.091341026,12,4694970.876866264,1758685.3409450855,1490878.2533864833,2.4000000000000004,1025264634.8974681,402,2550409.5395459407,4995119.989446172
TR128486,Hartford - Quota Share 2024,Quota Share,Property,Hartford,Hannover Re,EUR,Germany,2024-01-01,2024-12-31,91896589.24536012,0.3386330033909052,0.0289689634344469,0.7486948225694015,0.0,0.2513051774305985,76659226.84748897,0.0,0.1535983097706574,Not Available,0.0,0,Exposure Rating,5 years,0.4719003932744884,0.3471658671545859,0.8190662604290744,28234035.65779132,12,3715502.7170981336,2352836.3048159434,891942.062364531,2.4000000000000004,1117726474.7118638,445,2511744.8869929523,4989408.037406759
TR427923,State Farm - Excess of Loss 2024,Excess of Loss,Marine,State Farm,Lloyd's of London,CAD,Germany,2024-01-01,2024-12-31,65126756.98223516,0.0,0.0359244659882883,7291633.790867662,116666140.6538826,0.0,0.0,71869898.9197544,0.0,Not Available,0.0,0,Exposure Rating,3 years,0.7068604644768227,0.2750082997814987,0.9818687642583216,19656952.09817684,10,4832860.270894831,1965695.209817684,1504588.0041629523,2.0,1015130990.2866863,394,2576474.5946362596,4991614.940821857
TR636915,Allstate - Excess of Loss 2024,Excess of Loss,Aviation,Allstate,SCOR,CAD,United States,2024-01-01,2024-12-31,32880475.185225256,0.0,0.0214372468717436,6408453.628695405,121760618.94521268,0.0,0.0,36770876.58027654,0.1867243593879969,95%-121%,0.0,0,Exposure Rating,10 years,1.031750903460023,0.2513270617483352,1.2830779652083582,33903226.18994029,11,4865071.773906815,3082111.4718127535,1529344.5398974724,2.2,495253142.22967225,190,2606595.485419328,4999392.396933323
TR118148,State Farm - Surplus 2024,Surplus,Marine,State Farm,Swiss Re,EUR,Canada,2024-01-01,2024-12-31,44737868.35472665,0.2447090955513278,0.0420148486158384,1191273.920685127,4765095.682740508,0.0,38700340.70491957,51584363.28080939,0.1722804466339487,91%-121%,0.0,0,Original Terms,3 years,0.7675584612393556,0.335223049332774,1.1027815105721297,31463795.87869052,11,4952602.901525886,2860345.079880956,1678190.9258718959,2.2,1247273519.6909688,469,2659431.8117078226,4969037.041349699
TR310148,Chubb - Excess of Loss 2024,Excess of Loss,Motor,Chubb,SCOR,GBP,United States,2024-01-01,2024-12-31,37642482.38547827,0.0,0.0139749150533226,5346637.3985525295,48119736.586972766,0.0,0.0,39989034.4071312,0.0935901070604111,Not Available,0.0,0,Exposure Rating,5 years,1.1798865015304292,0.2904818059276167,1.4703683074580458,27275512.54690671,11,4654793.038430788,2479592.0497187916,1574986.8653819207,2.2,962497521.4627353,400,2406243.8036568384,4961535.597285219
TR626762,Allstate - Quota Share 2024,Quota Share,Motor,Allstate,Lloyd's of London,GBP,Canada,2024-01-01,2024-12-31,90257767.66377622,0.1859463958524988,0.0478942888072791,0.2886123330345502,0.0,0.7113876669654497,0.0,102697119.49428196,0.1676056705583781,Not Available,0.0,0,Original Terms,3 years,1.1719574272627689,0.2730613386654116,1.4450187659281806,17451729.69131706,8,4210420.522258484,2181466.2114146324,1316074.421399681,1.6,1228306434.04015,487,2522189.802957187,4988708.524707727
TR833311,Chubb - Surplus 2024,Surplus,Health,Chubb,Hannover Re,CAD,France,2024-01-01,2024-12-31,11709569.815559307,0.1682575900716357,0.0360518955831845,542806.3987062285,3799644.7909435993,0.0,9581132.574398164,13460789.65501805,0.1163118341929943,Not Available,0.0,0,Exposure Rating,5 years,1.1714959458586562,0.3317153353015105,1.5032112811601668,26823882.064788744,12,4240261.618321785,2235323.505399062,1440480.923913595,2.4000000000000004,1104487077.9562554,429,2574561.9532779846,4997813.799188744
TR244067,Hartford - Surplus 2024,Surplus,Motor,Hartford,SCOR,USD,United States,2024-01-01,2024-12-31,30344804.02055992,0.1676693156424776,0.0403513760256168,1028804.4247758765,8230435.398207012,0.0,24753521.10326512,0.0,0.0,86%-123%,0.0,0,Original Terms,15 years,0.4764358212261319,0.4305653877428235,0.9070012089689554,27603263.30137697,11,4743461.933370535,2509387.572852452,1712632.95875959,2.2,560191739.3052781,214,2617718.407968589,4978864.578062304
TR778482,Chubb - Catastrophe 2024,Catastrophe,Aviation,Chubb,Munich Re,GBP,United Kingdom,2024-01-01,2024-12-31,61709652.163844414,0.0,0.0494484156135215,22551940.965317175,270623291.5838061,0.0,0.0,67658546.03451881,0.1934255032879747,Not Available,541246583.1676122,4,Exposure Rating,3 years,0.4378853472790039,0.3030901572266725,0.7409755045056765,7380539.269214215,5,2969641.242499477,1476107.8538428429,929150.3338660406,1.0,318252057.0601919,134,2375015.351195462,4960469.153347777
TR817887,Chubb - Surplus 2024,Surplus,Casualty,Chubb,Lloyd's of London,EUR,United States,2024-01-01,2024-12-31,48740979.3142203,0.2814798344399396,0.0343679681039338,859637.460132149,5157824.760792894,0.0,44846906.85723942,0.0,0.1492438645597837,Not Available,0.0,0,Exposure Rating,10 years,0.6170702881358877,0.2356276766091781,0.8526979647450659,39946179.97168899,13,4942236.1984491525,3072783.074745307,1434871.3587428415,2.6,1195239553.6571646,480,2490082.403452426,4975032.421340261
TR157054,Chubb - Excess of Loss 2024,Excess of Loss,Motor,Chubb,Munich Re,USD,United Kingdom,2024-01-01,2024-12-31,91422872.73332933,0.0,0.0388174028493501,7305456.862663719,43832741.17598231,0.0,78539689.14651379,0.0,0.1646381734792615,90%-122%,0.0,0,Cat Modeling,15 years,0.4267717925869388,0.2126565929767715,0.6394283855637104,22443975.84656839,8,3694747.309385854,2805496.980821049,674034.6258958862,1.6,437529707.0033248,176,2485964.2443370726,4994970.763457797
TR921912,AIG - Quota Share 2024,Quota Share,Property,AIG,Lloyd's of London,CAD,Canada,2024-01-01,2024-12-31,79035690.1582316,0.2610944985523819,0.0252584802844252,0.5279271455743669,0.0,0.472072854425633,63465953.8306084,84135327.30261256,0.0731406217826382,Not Available,0.0,0,Original Terms,3 years,0.4998880590168135,0.3712013457729024,0.871089404789716,41555300.14201111,12,4674271.389949657,3462941.678500926,1345504.719321816,2.4000000000000004,957484028.3739337,368,2601858.7727552545,4996118.434827754
TR758047,State Farm - Surplus 2024,Surplus,Motor,State Farm,Lloyd's of London,CAD,France,2024-01-01,2024-12-31,81787874.99529615,0.2853800183817115,0.0260953619174226,690391.9780590269,6903919.780590269,0.0,76357898.58080025,0.0,0.1203984246119756,85%-123%,0.0,0,Experience Rating,5 years,1.1101011667281817,0.3331245214336253,1.4432256881618069,23381635.676896427,12,4134468.897041634,1948469.6397413688,1282189.7665080968,2.4000000000000004,839331440.1258569,322,2606619.3792728474,4993249.546524927
TR738206,Chubb - Excess of Loss 2024,Excess of Loss,Property,Chubb,Munich Re,USD,France,2024-01-01,2024-12-31,44365318.44578785,0.0,0.0292472279627745,5889697.622302076,23558790.489208303,0.0,38548160.09107152,47381710.67060956,0.0737718030676222,Not Available,0.0,0,Original Terms,5 years,0.4044978839442235,0.3585564694773288,0.7630543534215524,35114062.936279565,13,4835051.472305301,2701081.7643291974,1417233.711817351,2.6,692722817.1821785,266,2604221.117226235,4999841.508490799
TR466428,AIG - Quota Share 2024,Quota Share,Aviation,AIG,SCOR,GBP,United States,2024-01-01,2024-12-31,33648054.1968596,0.1948322270333108,0.018891713016033,0.3617097543696208,0.0,0.6382902456303792,31412710.348949037,36246215.12673963,0.0,89%-115%,0.0,0,Exposure Rating,3 years,1.114020214580274,0.3159582144274304,1.4299784290077044,16854904.21506755,9,4914299.373947697,1872767.1350075055,1673024.1277596254,1.8,312512127.13979566,120,2604267.726164964,4981188.463311439
TR290320,AIG - Excess of Loss 2024,Excess of Loss,Motor,AIG,Swiss Re,USD,France,2024-01-01,2024-12-31,48515989.876295514,0.0,0.0493115630370348,8762937.717627093,52577626.30576256,0.0,45111586.6430544,57748607.305899814,0.1951473651306746,78%-122%,0.0,0,Original Terms,10 years,0.8952021134557859,0.2702986368976452,1.1655007503534311,11714343.850491976,7,4339312.710894725,1673477.6929274253,1489543.6654929153,1.4000000000000001,455004750.50716007,187,2433180.4839955084,4934768.055409338
TR507996,Hartford - Catastrophe 2024,Catastrophe,Health,Hartford,Swiss Re,CAD,United States,2024-01-01,2024-12-31,39966271.83092781,0.0,0.0176986164531287,17403601.665956102,139228813.32764882,0.0,36615755.97979849,46444241.62582206,0.101205609718667,94%-115%,556915253.3105953,1,Cat Modeling,15 years,0.5849681154863806,0.2192053349549587,0.8041734504413394,34323021.28841476,14,4714158.774301364,2451644.3777439115,1480005.503712484,2.8000000000000003,952066568.8730403,373,2552457.2892038613,4989528.717268108
TR243619,Chubb - Excess of Loss 2024,Excess of Loss,Health,Chubb,Lloyd's of London,GBP,Germany,2024-01-01,2024-12-31,89160232.87915182,0.0,0.0359371255680746,9480070.184335142,75840561.47468114,0.0,75801013.06506291,98575848.56251016,0.0809129766987614,Not Available,0.0,0,Cat Modeling,5 years,1.1799071765672506,0.1995012018771818,1.3794083784444324,39625486.94207066,13,4707359.127297996,3048114.3801592817,1468596.6934040894,2.6,734130526.451938,292,2514145.638534034,4991118.1252511935
TR936053,Chubb - Catastrophe 2024,Catastrophe,Casualty,Chubb,Hannover Re,EUR,Germany,2024-01-01,2024-12-31,91689304.21762268,0.0,0.0133509405689632,84143271.91359735,925575991.0495708,0.0,81474632.96579821,107557065.29427774,0.0927096986975947,79%-124%,4627879955.247854,4,Experience Rating,5 years,0.4987531321295375,0.3933058731055547,0.8920590052350923,22118011.502510943,10,4794037.030426533,2211801.1502510943,1732463.610379493,2.0,986637206.5342928,399,2472774.9537200322,4997391.318701097
TR627102,Hartford - Quota Share 2024,Quota Share,Health,Hartford,Hannover Re,USD,France,2024-01-01,2024-12-31,15257696.759104831,0.232206943899865,0.0369641572682363,0.57563847055281,0.0,0.4243615294471899,0.0,0.0,0.061004942344845,83%-106%,0.0,0,Exposure Rating,10 years,0.4619379520432068,0.3597368203160245,0.8216747723592314,13940949.07322199,6,3760149.92630861,2323491.512203665,1425056.4631554321,1.2000000000000002,362857036.3102786,143,2537461.7923795707,4968285.882284178
TR920403,State Farm - Catastrophe 2024,Catastrophe,Motor,State Farm,SCOR,CAD,France,2024-01-01,2024-12-31,52621160.17161519,0.0,0.0317836856726991,41200205.16059969,370801846.44539726,0.0,0.0,56216151.02834952,0.0,Not Available,1854009232.2269864,4,Original Terms,15 years,1.0727085522416506,0.3662318023790049,1.4389403546206556,28586317.130967658,9,4988033.587541101,3176257.4589964063,1127823.5985309375,1.8,669214213.5515102,272,2460346.3733511404,4952501.777783335
TR263869,Allstate - Excess of Loss 2024,Excess of Loss,Casualty,Allstate,Hannover Re,USD,Canada,2024-01-01,2024-12-31,25147274.141429305,0.0,0.0292248688398748,6158395.647287757,18475186.941863272,0.0,23081144.31254927,27488418.81738735,0.1307708852061201,94%-113%,0.0,0,Exposure Rating,10 years,0.4422769824396389,0.2468330893345014,0.6891100717741403,13133822.061179496,5,4379176.50153355,2626764.4122358994,1550747.0402613694,1.0,794955796.5380195,298,2667636.9011342935,4990600.9884769255
TR257867,State Farm - Surplus 2024,Surplus,Casualty,State Farm,SCOR,EUR,United Kingdom,2024-01-01,2024-12-31,18626066.05134349,0.2109765443387107,0.0410428324449122,1220317.1192524666,7321902.7155148,0.0,0.0,0.0,0.0,79%-124%,0.0,0,Cat Modeling,10 years,0.8190574314182423,0.4449645771061765,1.2640220085244187,29485784.777151898,12,4544526.391186434,2457148.731429325,1582061.340257578,2.4000000000000004,1135600445.0458698,453,2506844.2495493814,4982895.904270635
TR610010,Chubb - Excess of Loss 2024,Excess of Loss,Property,Chubb,Hannover Re,GBP,Germany,2024-01-01,2024-12-31,26728920.7327773,0.0,0.0221493411658601,8596525.136843309,103158301.6421197,0.0,0.0,29108572.18558566,0.1634738657078121,Not Available,0.0,0,Exposure Rating,10 years,0.925968992812134,0.1773760671725086,1.1033450599846426,13257177.453832349,5,4869441.262671464,2651435.49076647,1921141.3086100086,1.0,1012423639.4385116,404,2505999.1075210683,4984904.587588547
TR451240,Chubb - Quota Share 2024,Quota Share,Motor,Chubb,Hannover Re,CAD,United Kingdom,2024-01-01,2024-12-31,12263262.468525138,0.2042893162201201,0.0351455547104976,0.4406405940801539,0.0,0.5593594059198461,0.0,14069525.457065567,0.0572272353611375,85%-117%,0.0,0,Original Terms,10 years,0.6746236535223173,0.2263741156348552,0.9009977691571726,12245304.192431185,5,4955570.636863925,2449060.838486237,2183644.8761469983,1.0,451208609.44271725,179,2520718.4885068005,4992475.893537172
TR913662,State Farm - Surplus 2024,Surplus,Motor,State Farm,Munich Re,EUR,France,2024-01-01,2024-12-31,7136913.921767809,0.2411982077188675,0.0167473152357083,1500125.0193958678,7500625.096979339,0.0,6243171.970791444,7588110.850320211,0.1811134208084261,92%-117%,0.0,0,Exposure Rating,5 years,0.9047612015429763,0.3556822393772785,1.260443440920255,22569734.870869536,11,4059532.651947066,2051794.079169958,1380128.5337265613,2.2,940922773.735547,346,2719429.9818946444,4994049.001979202
TR396746,AIG - Surplus 2024,Surplus,Marine,AIG,Hannover Re,USD,Canada,2024-01-01,2024-12-31,84653459.04577507,0.1956673948552283,0.0138319756073184,1439434.3616804064,4318303.085041219,0.0,0.0,91803265.9708686,0.0,89%-111%,0.0,0,Exposure Rating,15 years,0.901017123964208,0.2253183381372634,1.1263354621014714,34107560.7383396,15,4458680.674794819,2273837.3825559737,1409057.4491940802,3.0,545393653.3563495,215,2536714.6667737183,4955639.174949606
TR148083,Hartford - Excess of Loss 2024,Excess of Loss,Casualty,Hartford,Swiss Re,CAD,United Kingdom,2024-01-01,2024-12-31,14059925.248471797,0.0,0.0346799853266754,2083957.4319029648,25007489.18283558,0.0,0.0,16629707.669116288,0.1546816081317429,83%-106%,0.0,0,Original Terms,15 years,0.4616426040760364,0.2466218195486798,0.7082644236247163,18929369.004459057,6,4834550.338560812,3154894.8340765093,1589950.4475800332,1.2000000000000002,361876393.28064686,139,2603427.2897888264,4985388.508567644
TR132699,Chubb - Quota Share 2024,Quota Share,Property,Chubb,Munich Re,EUR,France,2024-01-01,2024-12-31,3292494.539588073,0.3439503656324416,0.047036668634063,0.5077453897569811,0.0,0.4922546102430188,2697548.3548306064,0.0,0.0,Not Available,0.0,0,Experience Rating,10 years,0.7561396598516521,0.3089200228091409,1.065059682660793,13143196.724023165,6,4669630.897703783,2190532.787337194,1702777.8159717706,1.2000000000000002,1015684388.2475114,389,2611013.851536019,4997718.027636035
TR114040,AIG - Quota Share 2024,Quota Share,Health,AIG,SCOR,CAD,Germany,2024-01-01,2024-12-31,68151079.62039466,0.1639923667083858,0.0479540546823593,0.2134718018862671,0.0,0.7865281981137329,55799052.44950602,72454201.33641316,0.0887669880595083,Not Available,0.0,0,Experience Rating,5 years,0.4731150877145407,0.2303962806926194,0.7035113684071601,41115358.01974776,14,4974460.491986684,2936811.2871248396,1277737.378757135,2.8000000000000003,1271389656.8162017,488,2605306.6738036918,4998982.537749897
TR652873,State Farm - Catastrophe 2024,Catastrophe,Property,State Farm,Munich Re,CAD,France,2024-01-01,2024-12-31,14207445.563033026,0.0,0.0305580380122315,61839934.0238226,309199670.11911297,0.0,0.0,15385651.094892517,0.0620587194003861,Not Available,1545998350.5955648,1,Cat Modeling,3 years,0.6558193044943508,0.2724816068273568,0.9283009113217076,12719631.029182713,5,4340197.144345982,2543926.205836543,1480645.599314248,1.0,964340550.3083662,383,2517860.4446693636,4998990.0832212325
TR450370,State Farm - Excess of Loss 2024,Excess of Loss,Marine,State Farm,SCOR,EUR,United States,2024-01-01,2024-12-31,33655988.922988415,0.0,0.0104129383508635,8984208.39613866,89842083.9613866,0.0,0.0,35747537.242622405,0.1001467038552962,Not Available,0.0,0,Exposure Rating,5 years,0.97293932273186,0.4264071917005674,1.3993465144324273,32005545.19738013,14,4417514.00452001,2286110.3712414377,1017849.1065647467,2.8000000000000003,1259345801.0592644,469,2685172.2837084527,4997753.417882616
TR998072,Hartford - Catastrophe 2024,Catastrophe,Aviation,Hartford,Hannover Re,GBP,United States,2024-01-01,2024-12-31,86377605.77693701,0.0,0.0302830979260815,66999834.70511345,736998181.7562479,0.0,0.0,102214694.79774351,0.0,86%-111%,2947992727.0249915,3,Original Terms,3 years,0.457702312556892,0.2881376084785196,0.7458399210354116,29247969.81545501,12,4612288.468547859,2437330.817954584,1315756.8018705463,2.4000000000000004,1226706409.4890635,495,2478194.766644573,4997140.143177163
TR100662,Chubb - Surplus 2024,Surplus,Aviation,Chubb,Lloyd's of London,EUR,United Kingdom,2024-01-01,2024-12-31,80446817.42578083,0.2573507973996336,0.0447643083223144,1715293.6721161576,13722349.37692926,0.0,68682111.6593423,0.0,0.1902911695286862,85%-110%,0.0,0,Original Terms,10 years,0.8769680357959808,0.2473122835176046,1.1242803193135855,22573218.84991416,10,4791871.017924938,2257321.884991416,1747773.9539103308,2.0,359587655.98283345,141,2550267.0637080385,4915233.670109263
