treaty_id,treaty_name,treaty_type,business_line,cedant,reinsurer,currency,territory,inception_date,expiry_date,premium,commission,brokerage,retention,limit,cession_rate,minimum_premium,maximum_premium,profit_commission,loss_corridor,aggregate_limit,reinstatements,rating_method,experience_period,loss_ratio,expense_ratio,combined_ratio
TR485783,State Farm - Surplus 2024,Surplus,Health,State Farm,Hannover Re,USD,Canada,2024-01-01,2024-12-31,14775035.61862109,0.29911123161654996,0.036498269472195116,1155273.6609022587,11552736.609022588,0.0,0.0,16884902.390361313,0.19976864533414773,Not Available,0.0,0,Original Terms,15 years,0.5243565948622779,0.3646320672995935,0.8889886621618714
TR597401,AIG - Surplus 2024,Surplus,Marine,AIG,SCOR,GBP,Canada,2024-01-01,2024-12-31,95999103.53157456,0.22747411420633995,0.023398915247661148,903196.7406782617,4515983.703391309,0.0,0.0,110056750.34002961,0.0,78%-105%,0.0,0,Cat Modeling,5 years,0.869395435664218,0.35067713206173823,1.220072567725956
TR632895,State Farm - Excess of Loss 2024,Excess of Loss,Marine,State Farm,SCOR,CAD,United States,2024-01-01,2024-12-31,88483965.84572078,0.0,0.03578244556051287,7113458.204227125,128042247.67608826,0.0,74146414.254624,94966197.1944533,0.14962490644650522,87%-121%,0.0,0,Exposure Rating,3 years,0.8124931191267659,0.36482717106798523,1.1773202901947513
TR576789,Allstate - Excess of Loss 2024,Excess of Loss,Motor,Allstate,Munich Re,USD,Germany,2024-01-01,2024-12-31,88010473.89669567,0.0,0.014300532471126224,5554446.205403573,88871139.28645717,0.0,75525210.66060892,94670735.67779642,0.18781209547270444,76%-106%,0.0,0,Experience Rating,15 years,0.9320696303590467,0.37651196586685354,1.3085815962259002
TR572325,State Farm - Catastrophe 2024,Catastrophe,Aviation,State Farm,Lloyd's of London,USD,Germany,2024-01-01,2024-12-31,94599156.53162894,0.0,0.03323329932246581,52642943.82402862,894930045.0084865,0.0,81766299.99882461,106985260.41908607,0.06866925976168448,Not Available,3579720180.033946,1,Exposure Rating,15 years,0.5197954598308766,0.41356175001633944,0.933357209847216
TR302786,Chubb - Excess of Loss 2024,Excess of Loss,Property,Chubb,Munich Re,GBP,United States,2024-01-01,2024-12-31,1697681.0860867668,0.0,0.026375865429684432,1073501.295327557,17176020.725240912,0.0,1604090.1622245114,1790157.2169640304,0.0,76%-108%,0.0,0,Cat Modeling,10 years,0.5877552418298637,0.35714858259237287,0.9449038244222365
TR102766,Chubb - Excess of Loss 2024,Excess of Loss,Marine,Chubb,Lloyd's of London,GBP,Germany,2024-01-01,2024-12-31,93429878.00871907,0.0,0.04446701129375076,8408176.022159135,117714464.31022789,0.0,0.0,0.0,0.19933042002038748,89%-122%,0.0,0,Original Terms,15 years,0.9535848780515344,0.3462572605102738,1.2998421385618082
TR554992,AIG - Excess of Loss 2024,Excess of Loss,Casualty,AIG,Lloyd's of London,EUR,Canada,2024-01-01,2024-12-31,15305498.355579436,0.0,0.03167157767341242,6825704.601823679,54605636.81458943,0.0,0.0,18051446.19899523,0.08780036760409612,77%-117%,0.0,0,Exposure Rating,10 years,0.8148865589893644,0.16152454424919999,0.9764111032385643
TR440452,Allstate - Catastrophe 2024,Catastrophe,Property,Allstate,Munich Re,USD,Canada,2024-01-01,2024-12-31,27260420.5441452,0.0,0.032755815309958816,14663536.547025602,102644755.82917921,0.0,24588291.036158547,29942475.199971363,0.12555402942539481,87%-120%,205289511.65835842,4,Exposure Rating,15 years,1.038362453755993,0.1910473200396089,1.2294097737956018
TR251573,State Farm - Quota Share 2024,Quota Share,Motor,State Farm,Munich Re,GBP,United Kingdom,2024-01-01,2024-12-31,23739406.09894374,0.3073606235771503,0.04778495760238212,0.6109691557862617,0.0,0.38903084421373835,0.0,26168646.362691056,0.1767685177171145,Not Available,0.0,0,Cat Modeling,15 years,1.0261799817981774,0.25220933939331547,1.2783893211914927
TR128486,Hartford - Quota Share 2024,Quota Share,Property,Hartford,Hannover Re,EUR,Germany,2024-01-01,2024-12-31,91896589.24536012,0.3386330033909052,0.028968963434446923,0.7486948225694015,0.0,0.2513051774305985,76659226.84748897,0.0,0.15359830977065747,Not Available,0.0,0,Exposure Rating,5 years,0.4719003932744884,0.34716586715458597,0.8190662604290744
TR427923,State Farm - Excess of Loss 2024,Excess of Loss,Marine,State Farm,Lloyd's of London,CAD,Germany,2024-01-01,2024-12-31,65126756.98223516,0.0,0.0359244659882883,7291633.790867662,116666140.6538826,0.0,0.0,71869898.9197544,0.0,Not Available,0.0,0,Exposure Rating,3 years,0.7068604644768227,0.27500829978149877,0.9818687642583215
TR636915,Allstate - Excess of Loss 2024,Excess of Loss,Aviation,Allstate,SCOR,CAD,United States,2024-01-01,2024-12-31,32880475.185225256,0.0,0.021437246871743615,6408453.628695405,121760618.94521269,0.0,0.0,36770876.58027654,0.18672435938799692,95%-121%,0.0,0,Exposure Rating,10 years,1.031750903460023,0.25132706174833525,1.2830779652083582
TR118148,State Farm - Surplus 2024,Surplus,Marine,State Farm,Swiss Re,EUR,Canada,2024-01-01,2024-12-31,44737868.35472665,0.24470909555132786,0.04201484861583842,1191273.920685127,4765095.682740508,0.0,38700340.70491957,51584363.28080939,0.1722804466339487,91%-121%,0.0,0,Original Terms,3 years,0.7675584612393556,0.335223049332774,1.1027815105721297
TR310148,Chubb - Excess of Loss 2024,Excess of Loss,Motor,Chubb,SCOR,GBP,United States,2024-01-01,2024-12-31,37642482.38547827,0.0,0.013974915053322611,5346637.3985525295,48119736.586972766,0.0,0.0,39989034.4071312,0.09359010706041118,Not Available,0.0,0,Exposure Rating,5 years,1.1798865015304292,0.2904818059276167,1.4703683074580458
TR626762,Allstate - Quota Share 2024,Quota Share,Motor,Allstate,Lloyd's of London,GBP,Canada,2024-01-01,2024-12-31,90257767.66377622,0.18594639585249886,0.047894288807279195,0.28861233303455025,0.0,0.7113876669654497,0.0,102697119.49428195,0.16760567055837813,Not Available,0.0,0,Original Terms,3 years,1.1719574272627689,0.27306133866541166,1.4450187659281806
TR833311,Chubb - Surplus 2024,Surplus,Health,Chubb,Hannover Re,CAD,France,2024-01-01,2024-12-31,11709569.815559309,0.16825759007163577,0.03605189558318453,542806.3987062285,3799644.7909435993,0.0,9581132.574398164,13460789.65501805,0.11631183419299433,Not Available,0.0,0,Exposure Rating,5 years,1.1714959458586562,0.3317153353015105,1.5032112811601668
TR244067,Hartford - Surplus 2024,Surplus,Motor,Hartford,SCOR,USD,United States,2024-01-01,2024-12-31,30344804.020559918,0.1676693156424776,0.04035137602561685,1028804.4247758765,8230435.398207012,0.0,24753521.103265118,0.0,0.0,86%-123%,0.0,0,Original Terms,15 years,0.47643582122613193,0.4305653877428235,0.9070012089689554
TR778482,Chubb - Catastrophe 2024,Catastrophe,Aviation,Chubb,Munich Re,GBP,United Kingdom,2024-01-01,2024-12-31,61709652.163844414,0.0,0.04944841561352157,22551940.965317175,270623291.5838061,0.0,0.0,67658546.03451881,0.19342550328797475,Not Available,541246583.1676122,4,Exposure Rating,3 years,0.43788534727900397,0.30309015722667254,0.7409755045056765
TR817887,Chubb - Surplus 2024,Surplus,Casualty,Chubb,Lloyd's of London,EUR,United States,2024-01-01,2024-12-31,48740979.3142203,0.2814798344399396,0.034367968103933846,859637.460132149,5157824.760792894,0.0,44846906.85723942,0.0,0.14924386455978378,Not Available,0.0,0,Exposure Rating,10 years,0.6170702881358877,0.2356276766091781,0.8526979647450659
TR157054,Chubb - Excess of Loss 2024,Excess of Loss,Motor,Chubb,Munich Re,USD,United Kingdom,2024-01-01,2024-12-31,91422872.73332931,0.0,0.03881740284935016,7305456.862663719,43832741.17598231,0.0,78539689.14651379,0.0,0.16463817347926155,90%-122%,0.0,0,Cat Modeling,15 years,0.42677179258693887,0.21265659297677153,0.6394283855637104
TR921912,AIG - Quota Share 2024,Quota Share,Property,AIG,Lloyd's of London,CAD,Canada,2024-01-01,2024-12-31,79035690.1582316,0.2610944985523819,0.025258480284425275,0.5279271455743669,0.0,0.47207285442563307,63465953.8306084,84135327.30261256,0.0731406217826382,Not Available,0.0,0,Original Terms,3 years,0.4998880590168135,0.3712013457729024,0.871089404789716
TR758047,State Farm - Surplus 2024,Surplus,Motor,State Farm,Lloyd's of London,CAD,France,2024-01-01,2024-12-31,81787874.99529615,0.2853800183817115,0.02609536191742263,690391.9780590269,6903919.780590269,0.0,76357898.58080025,0.0,0.12039842461197567,85%-123%,0.0,0,Experience Rating,5 years,1.1101011667281815,0.33312452143362536,1.4432256881618069
TR738206,Chubb - Excess of Loss 2024,Excess of Loss,Property,Chubb,Munich Re,USD,France,2024-01-01,2024-12-31,44365318.44578785,0.0,0.029247227962774583,5889697.622302076,23558790.489208303,0.0,38548160.09107152,47381710.67060956,0.0737718030676222,Not Available,0.0,0,Original Terms,5 years,0.40449788394422354,0.3585564694773288,0.7630543534215524
TR466428,AIG - Quota Share 2024,Quota Share,Aviation,AIG,SCOR,GBP,United States,2024-01-01,2024-12-31,33648054.1968596,0.19483222703331082,0.018891713016033016,0.36170975436962083,0.0,0.6382902456303792,31412710.348949037,36246215.126739636,0.0,89%-115%,0.0,0,Exposure Rating,3 years,1.114020214580274,0.31595821442743044,1.4299784290077044
TR290320,AIG - Excess of Loss 2024,Excess of Loss,Motor,AIG,Swiss Re,USD,France,2024-01-01,2024-12-31,48515989.876295514,0.0,0.04931156303703484,8762937.717627093,52577626.30576256,0.0,45111586.643054396,57748607.305899814,0.1951473651306746,78%-122%,0.0,0,Original Terms,10 years,0.8952021134557859,0.2702986368976452,1.1655007503534311
TR507996,Hartford - Catastrophe 2024,Catastrophe,Health,Hartford,Swiss Re,CAD,United States,2024-01-01,2024-12-31,39966271.83092781,0.0,0.017698616453128715,17403601.665956102,139228813.32764882,0.0,36615755.97979849,46444241.62582206,0.10120560971866707,94%-115%,556915253.3105953,1,Cat Modeling,15 years,0.5849681154863806,0.21920533495495878,0.8041734504413394
TR243619,Chubb - Excess of Loss 2024,Excess of Loss,Health,Chubb,Lloyd's of London,GBP,Germany,2024-01-01,2024-12-31,89160232.87915182,0.0,0.03593712556807465,9480070.184335142,75840561.47468114,0.0,75801013.06506291,98575848.56251016,0.08091297669876145,Not Available,0.0,0,Cat Modeling,5 years,1.1799071765672506,0.19950120187718182,1.3794083784444324
TR936053,Chubb - Catastrophe 2024,Catastrophe,Casualty,Chubb,Hannover Re,EUR,Germany,2024-01-01,2024-12-31,91689304.21762268,0.0,0.01335094056896324,84143271.91359735,925575991.0495708,0.0,81474632.96579821,107557065.29427774,0.09270969869759474,79%-124%,4627879955.247854,4,Experience Rating,5 years,0.49875313212953754,0.39330587310555476,0.8920590052350923
TR627102,Hartford - Quota Share 2024,Quota Share,Health,Hartford,Hannover Re,USD,France,2024-01-01,2024-12-31,15257696.759104831,0.232206943899865,0.036964157268236326,0.57563847055281,0.0,0.42436152944718997,0.0,0.0,0.061004942344845006,83%-106%,0.0,0,Exposure Rating,10 years,0.46193795204320687,0.3597368203160245,0.8216747723592314
TR920403,State Farm - Catastrophe 2024,Catastrophe,Motor,State Farm,SCOR,CAD,France,2024-01-01,2024-12-31,52621160.17161519,0.0,0.03178368567269916,41200205.16059969,370801846.44539726,0.0,0.0,56216151.02834952,0.0,Not Available,1854009232.2269864,4,Original Terms,15 years,1.0727085522416506,0.3662318023790049,1.4389403546206556
TR263869,Allstate - Excess of Loss 2024,Excess of Loss,Casualty,Allstate,Hannover Re,USD,Canada,2024-01-01,2024-12-31,25147274.141429305,0.0,0.02922486883987488,6158395.647287757,18475186.941863272,0.0,23081144.31254927,27488418.81738735,0.13077088520612012,94%-113%,0.0,0,Exposure Rating,10 years,0.4422769824396389,0.24683308933450143,0.6891100717741403
TR257867,State Farm - Surplus 2024,Surplus,Casualty,State Farm,SCOR,EUR,United Kingdom,2024-01-01,2024-12-31,18626066.05134349,0.2109765443387107,0.04104283244491228,1220317.1192524666,7321902.7155148,0.0,0.0,0.0,0.0,79%-124%,0.0,0,Cat Modeling,10 years,0.8190574314182423,0.44496457710617654,1.2640220085244187
TR610010,Chubb - Excess of Loss 2024,Excess of Loss,Property,Chubb,Hannover Re,GBP,Germany,2024-01-01,2024-12-31,26728920.7327773,0.0,0.022149341165860183,8596525.136843309,103158301.6421197,0.0,0.0,29108572.18558566,0.16347386570781214,Not Available,0.0,0,Exposure Rating,10 years,0.9259689928121341,0.1773760671725086,1.1033450599846426
TR451240,Chubb - Quota Share 2024,Quota Share,Motor,Chubb,Hannover Re,CAD,United Kingdom,2024-01-01,2024-12-31,12263262.468525138,0.20428931622012014,0.03514555471049761,0.4406405940801539,0.0,0.5593594059198461,0.0,14069525.457065567,0.05722723536113753,85%-117%,0.0,0,Original Terms,10 years,0.6746236535223173,0.22637411563485524,0.9009977691571726
TR913662,State Farm - Surplus 2024,Surplus,Motor,State Farm,Munich Re,EUR,France,2024-01-01,2024-12-31,7136913.921767809,0.24119820771886755,0.016747315235708393,1500125.0193958678,7500625.096979339,0.0,6243171.970791444,7588110.850320211,0.18111342080842618,92%-117%,0.0,0,Exposure Rating,5 years,0.9047612015429763,0.3556822393772785,1.260443440920255
TR396746,AIG - Surplus 2024,Surplus,Marine,AIG,Hannover Re,USD,Canada,2024-01-01,2024-12-31,84653459.04577507,0.19566739485522838,0.013831975607318477,1439434.3616804064,4318303.085041219,0.0,0.0,91803265.97086859,0.0,89%-111%,0.0,0,Exposure Rating,15 years,0.9010171239642079,0.22531833813726343,1.1263354621014714
TR148083,Hartford - Excess of Loss 2024,Excess of Loss,Casualty,Hartford,Swiss Re,CAD,United Kingdom,2024-01-01,2024-12-31,14059925.248471795,0.0,0.034679985326675475,2083957.4319029648,25007489.18283558,0.0,0.0,16629707.669116287,0.15468160813174292,83%-106%,0.0,0,Original Terms,15 years,0.46164260407603647,0.24662181954867984,0.7082644236247163
TR132699,Chubb - Quota Share 2024,Quota Share,Property,Chubb,Munich Re,EUR,France,2024-01-01,2024-12-31,3292494.539588073,0.34395036563244163,0.047036668634063084,0.5077453897569811,0.0,0.49225461024301886,2697548.3548306064,0.0,0.0,Not Available,0.0,0,Experience Rating,10 years,0.7561396598516521,0.3089200228091409,1.065059682660793
TR114040,AIG - Quota Share 2024,Quota Share,Health,AIG,SCOR,CAD,Germany,2024-01-01,2024-12-31,68151079.62039466,0.16399236670838585,0.047954054682359325,0.21347180188626713,0.0,0.7865281981137329,55799052.44950602,72454201.33641316,0.08876698805950836,Not Available,0.0,0,Experience Rating,5 years,0.4731150877145407,0.23039628069261942,0.7035113684071601
TR652873,State Farm - Catastrophe 2024,Catastrophe,Property,State Farm,Munich Re,CAD,France,2024-01-01,2024-12-31,14207445.563033026,0.0,0.030558038012231552,61839934.0238226,309199670.11911297,0.0,0.0,15385651.094892515,0.06205871940038614,Not Available,1545998350.5955648,1,Cat Modeling,3 years,0.6558193044943508,0.2724816068273568,0.9283009113217076
TR450370,State Farm - Excess of Loss 2024,Excess of Loss,Marine,State Farm,SCOR,EUR,United States,2024-01-01,2024-12-31,33655988.922988415,0.0,0.01041293835086352,8984208.39613866,89842083.9613866,0.0,0.0,35747537.242622405,0.10014670385529625,Not Available,0.0,0,Exposure Rating,5 years,0.9729393227318599,0.4264071917005674,1.3993465144324273
TR998072,Hartford - Catastrophe 2024,Catastrophe,Aviation,Hartford,Hannover Re,GBP,United States,2024-01-01,2024-12-31,86377605.77693701,0.0,0.030283097926081567,66999834.70511345,736998181.7562479,0.0,0.0,102214694.79774351,0.0,86%-111%,2947992727.0249915,3,Original Terms,3 years,0.457702312556892,0.2881376084785196,0.7458399210354116
TR100662,Chubb - Surplus 2024,Surplus,Aviation,Chubb,Lloyd's of London,EUR,United Kingdom,2024-01-01,2024-12-31,80446817.42578083,0.2573507973996336,0.04476430832231446,1715293.6721161576,13722349.37692926,0.0,68682111.6593423,0.0,0.1902911695286862,85%-110%,0.0,0,Original Terms,10 years,0.8769680357959808,0.2473122835176046,1.1242803193135855
TR644270,AIG - Catastrophe 2024,Catastrophe,Motor,AIG,Hannover Re,USD,Canada,2024-01-01,2024-12-31,2077645.0756404344,0.0,0.013288589030472338,85202761.67415866,1618852471.8090146,0.0,1893238.7976321469,2367535.307555698,0.0,89%-125%,6475409887.236058,2,Cat Modeling,15 years,0.8444936758267774,0.279299263789645,1.1237929396164223
TR898355,State Farm - Surplus 2024,Surplus,Motor,State Farm,SCOR,EUR,France,2024-01-01,2024-12-31,18346654.074228987,0.27461153274427863,0.025319651819860817,1258489.843579538,8809428.905056765,0.0,16896882.470605165,20832646.258045312,0.18895666716213838,83%-117%,0.0,0,Original Terms,15 years,1.0860197982887612,0.3793682969099237,1.4653880951986848
TR434793,AIG - Quota Share 2024,Quota Share,Health,AIG,Lloyd's of London,CAD,Canada,2024-01-01,2024-12-31,94388997.20941561,0.2682288066760806,0.03390466345338557,0.3582793565353317,0.0,0.6417206434646683,75961538.20372635,106333894.16135588,0.19189438047894408,Not Available,0.0,0,Cat Modeling,3 years,0.901882896880307,0.26600858536457056,1.1678914822448776
TR485083,Hartford - Surplus 2024,Surplus,Casualty,Hartford,Lloyd's of London,CAD,United States,2024-01-01,2024-12-31,96552648.06840487,0.1823975845348635,0.04992614252552826,1004378.0560154546,5021890.280077273,0.0,80466114.4615352,106716814.70599547,0.10867537305746394,Not Available,0.0,0,Exposure Rating,15 years,0.7693366683811889,0.32452928438401685,1.0938659527652057
TR752555,Hartford - Quota Share 2024,Quota Share,Casualty,Hartford,Munich Re,CAD,United States,2024-01-01,2024-12-31,90528599.28923582,0.34904148550376607,0.03403762096618331,0.753657689357473,0.0,0.24634231064252696,84166261.74349298,107382312.58021198,0.14995500913968934,84%-112%,0.0,0,Experience Rating,3 years,0.6028081547126719,0.41138470653061365,1.0141928612432856
TR326573,State Farm - Surplus 2024,Surplus,Property,State Farm,Swiss Re,CAD,United States,2024-01-01,2024-12-31,79538302.01007853,0.21967994613403483,0.021325939872743428,1913343.204481887,11480059.226891322,0.0,0.0,83957647.90276624,0.051502064537118634,Not Available,0.0,0,Cat Modeling,5 years,1.1063058217731367,0.4371313397733084,1.543437161546445
TR593070,State Farm - Catastrophe 2024,Catastrophe,Marine,State Farm,SCOR,GBP,United States,2024-01-01,2024-12-31,4710882.525762903,0.0,0.01249818303048551,24352754.390138134,292233052.6816576,0.0,4110087.3095533513,0.0,0.08226975621058136,Not Available,584466105.3633152,2,Cat Modeling,10 years,1.1392132459876527,0.3211962748998573,1.46040952088751
TR403403,AIG - Catastrophe 2024,Catastrophe,Aviation,AIG,Lloyd's of London,CAD,Germany,2024-01-01,2024-12-31,23712833.98503406,0.0,0.03762363333562332,16780250.436127648,318824758.2864253,0.0,22337209.661177117,0.0,0.17438850225179844,Not Available,1275299033.1457012,3,Experience Rating,3 years,0.6491361377375648,0.34646565965572007,0.9956017973932849
TR960722,Allstate - Quota Share 2024,Quota Share,Property,Allstate,Munich Re,EUR,United States,2024-01-01,2024-12-31,65975569.71683709,0.3121133842175924,0.045961797320264064,0.7595244634930125,0.0,0.24047553650698755,58319390.2199166,0.0,0.18565365938374745,89%-114%,0.0,0,Cat Modeling,3 years,1.1004707561031593,0.3834336305477756,1.4839043866509347
TR273663,Allstate - Surplus 2024,Surplus,Marine,Allstate,Hannover Re,CAD,United States,2024-01-01,2024-12-31,92083839.17275627,0.1513040932425454,0.043645235167520606,1528414.5491690445,6113658.196676178,0.0,0.0,108755388.27449344,0.0784841271580739,93%-112%,0.0,0,Exposure Rating,5 years,0.4751607754194838,0.36293238396674826,0.8380931593862321
TR195995,Allstate - Catastrophe 2024,Catastrophe,Motor,Allstate,Swiss Re,USD,United Kingdom,2024-01-01,2024-12-31,66033718.35996053,0.0,0.0297972356973902,88881954.99863906,533291729.9918344,0.0,58586436.924684055,69416928.47420304,0.14463839806221102,87%-123%,1599875189.9755032,3,Experience Rating,5 years,0.7660677974372904,0.22596555138438917,0.9920333488216795
TR275808,Hartford - Surplus 2024,Surplus,Marine,Hartford,Hannover Re,GBP,United States,2024-01-01,2024-12-31,61674880.5481161,0.25578266723852017,0.03160722431314468,1436526.036710595,4309578.110131785,0.0,50841050.60496701,66598165.13924723,0.17224192042492362,76%-119%,0.0,0,Cat Modeling,10 years,0.46753716311490223,0.398756145576635,0.8662933086915372
TR930404,Allstate - Catastrophe 2024,Catastrophe,Marine,Allstate,Swiss Re,EUR,United States,2024-01-01,2024-12-31,37196065.61344536,0.0,0.013891365035376389,67315954.48260105,538527635.8608084,0.0,32753670.934195705,43229296.96269638,0.0,79%-115%,1615582907.582425,2,Exposure Rating,10 years,0.5505480682454997,0.4025095537294998,0.9530576219749995
TR626791,Hartford - Surplus 2024,Surplus,Aviation,Hartford,Swiss Re,CAD,Germany,2024-01-01,2024-12-31,73251436.97499256,0.2819791689063047,0.04477566419555612,1368845.572833763,12319610.155503867,0.0,59940444.72094038,86453111.52405153,0.0,91%-119%,0.0,0,Original Terms,10 years,1.166992744351763,0.28495717175874824,1.4519499161105112
TR292762,Hartford - Excess of Loss 2024,Excess of Loss,Property,Hartford,Munich Re,CAD,France,2024-01-01,2024-12-31,42178297.229768954,0.0,0.012075642268856424,7685737.450083911,99914586.85109085,0.0,35230986.29668703,0.0,0.0,Not Available,0.0,0,Cat Modeling,3 years,1.1750737255606598,0.2748689485188492,1.449942674079509
TR825657,Allstate - Surplus 2024,Surplus,Property,Allstate,Lloyd's of London,GBP,Germany,2024-01-01,2024-12-31,59360156.436188154,0.1500363460526437,0.03578228992717758,1685554.3603580545,10113326.162148327,0.0,0.0,69195299.6461549,0.0,Not Available,0.0,0,Cat Modeling,3 years,0.5799146599734726,0.21384391749415427,0.7937585774676268
TR438756,State Farm - Catastrophe 2024,Catastrophe,Casualty,State Farm,Munich Re,USD,United States,2024-01-01,2024-12-31,47344389.023799375,0.0,0.04603366710290136,37256487.10699138,521590819.4978793,0.0,0.0,54960603.36335051,0.0,76%-107%,1564772458.493638,3,Cat Modeling,3 years,0.9148613458554992,0.39716912504007185,1.312030470895571
TR571269,State Farm - Excess of Loss 2024,Excess of Loss,Health,State Farm,SCOR,USD,Canada,2024-01-01,2024-12-31,21423352.55681635,0.0,0.011264235124063311,1012946.3999079064,18233035.198342316,0.0,0.0,22597160.107621185,0.0,75%-108%,0.0,0,Cat Modeling,10 years,0.7806049404179252,0.43768218098197986,1.218287121399905
TR918636,Chubb - Excess of Loss 2024,Excess of Loss,Marine,Chubb,Swiss Re,CAD,Canada,2024-01-01,2024-12-31,79587330.16485658,0.0,0.03930492468820272,5941560.277955858,112889645.28116131,0.0,66415183.843477584,0.0,0.11543533570486146,Not Available,0.0,0,Original Terms,5 years,0.919511577831437,0.17572282989080928,1.0952344077222462
TR673274,Hartford - Excess of Loss 2024,Excess of Loss,Aviation,Hartford,SCOR,EUR,France,2024-01-01,2024-12-31,59755937.29636498,0.0,0.02239688923145298,4331557.035826221,12994671.107478663,0.0,55604626.49960189,0.0,0.17329032744774311,92%-122%,0.0,0,Experience Rating,10 years,1.1009568035009791,0.32909452680237183,1.430051330303351
TR770268,Hartford - Surplus 2024,Surplus,Health,Hartford,SCOR,GBP,France,2024-01-01,2024-12-31,87729628.3110194,0.2618862919114999,0.047768701870597556,1797298.899418286,17972988.994182862,0.0,74960721.67741285,0.0,0.09321469664240531,Not Available,0.0,0,Cat Modeling,5 years,1.0197983282353804,0.3508968921944837,1.3706952204298641
TR584588,Allstate - Surplus 2024,Surplus,Marine,Allstate,SCOR,USD,France,2024-01-01,2024-12-31,78754104.56480734,0.27663890080673736,0.03479504820428029,930439.6952145711,3721758.7808582843,0.0,74785208.59047884,90967488.6588842,0.17150073824062928,81%-112%,0.0,0,Experience Rating,10 years,0.9103033738055686,0.269069924460856,1.1793732982664245
